neighborhood,price,beds,baths,extra,state,locality,lga,hood,zipcode
"akuru estate, elebuakala express ibadan oyo",500000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,Oluyole,
"akoto estate, elebu akala express ibadan oyo",500000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,,
nickdel estate akobo ibadan oyo,400000,3,3,"tiles all through, borehole, wardrobe and cabinets with pvc.. ",Oyo,Ibadan,Akinyele,,
òkè-ìbàdàn estate akobo ibadan oyo,750000,4,4,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,Akobo,200222
zionist estate akala express ibadan oyo,400000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,,,
okebadan estate akobo ibadan oyo,500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,,,
"cele rainbow, akala express akala express ibadan oyo",500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,,
"jnissi estate, akala way, ibadan akobo ibadan oyo",500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Akinyele,Alegongo,
unity estateakala express ibadan oyo,500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop.. ",Oyo,Ibadan,Oluyole,,
"akuru estate, elebuakala express ibadan oyo",450000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,Oluyole,
"akuru estate, elebuakala express ibadan oyo",450000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,Oluyole,
gbongudu akobo ibadan oyo,450000,4,4,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Akinyele,Akobo,
"atere long ksumu, elebuakobo ibadan oyo",500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ibadan South West,Oluyole,
"harmony quarters, elewuro areaakobo ibadan oyo",400000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Akinyele,,
elebu akala express ibadan oyo,700000,3,2,"tiles all through, borehole, wardrobe and cabinets with pop 2 nos of 3 bedroom.. ",Oyo,"Ibadan, Oyo",Ibadan South West,,
"wcci, oluyole akala express ibadan oyo",450000,3,3,"tiles all through, borehole, wardrobe and cabinets with ceiling .. ",Oyo,Ibadan,,Oluyole,
"nickdel estate, akobo ojurin ibadan akobo ibadan oyo",400000,4,4,"tiles all through, borehole, wardrobe and cabinets with ceiling .. ",Oyo,Ibadan,Akinyele,,
ire akari estate akala express ibadan oyo,500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ibadan South West,,
"akala way, akobo akobo ibadan oyo",450000,3,3,"3 bedroom with 2 rooms ensuite, wardrobe,tiles, kitchen cabinet,2 in a compound .. ",Oyo,Ibadan,Lagelu,Akobo,
"akala way, akobo akobo ibadan oyo",1500000,4,4,new 4bedroom duplex with all facilities in akobo akala all rooms esuit with gues.. ,Oyo,Ibadan,Lagelu,Akobo,
"palace bus/stop, akala estate, akobo akobo ibadan oyo",600000,3,4,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,Akobo,
"akala way, akobo ojurin ibadan akobo ibadan oyo",750000,2,2,"features: tiles all through, borehole, wardrobe and cabinets with pop, water he.. ",Oyo,Ibadan,Akinyele,,
"akala way, akobo akobo ibadan oyo",600000,4,4,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,Akobo,
"zion estate, elewuro street, akobo ojurin ibadan akobo ibadan oyo",150000,3,3,"newly builttiles, watter running with pop.. ",Oyo,Ibadan,Akinyele,,
"heritage estate, akala express akala express ibadan oyo",500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ibadan South West,Oluyole,
ajadi streeteleyele ibadan oyo,360000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,,
ire akari estate akala express ibadan oyo,500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ibadan South West,,
"akoto estate, elebu akala express ibadan oyo",500000,3,2,"newly built 2bedroom flat at elebu akoto estate! with 3toilet, 2bedroom flat at .. ",Oyo,Ibadan,Ido,,
"kolalawal estate, akala way akobo ibadan oyo",500000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,,
"akuru estate, elebuakala express ibadan oyo",700000,3,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,Oluyole,
"elebu, akoto estate akala express ibadan oyo",500000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,,
elebu akoto akala express ibadan oyo,600000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,,
akala express akala express ibadan oyo,500000,4,4,"tiles all through, wardrobe, kitchen cabinet, and borehole with pop .. ",Oyo,Ibadan,Ibadan South West,,
icast elebuakala express ibadan oyo,500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ibadan South West,Oluyole,
general gas estateakobo ibadan oyo,600000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,Akobo,
"s&t estate, jericho jericho ibadan oyo",500000,2,2,"tiles all through, borehole, wardrobe and cabinets with ceiling .. ",Oyo,Ibadan,Ibadan North West,Jericho,
bollard street akala express ibadan oyo,800000,4,2,"tiles all through, borehole, wardrobe and cabinets with pop4 flats of 2 bedroom .. ",Oyo,Ibadan,Ibadan South West,,
"jnissi estate, akala way, ibadan akobo ibadan oyo",1000000,4,4,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Akinyele,Alegongo,
"akala way, akobo akobo ibadan oyo",1500000,4,4,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,Akobo,
kolapo ishola estate akobo ibadan oyo,2000000,4,4,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,,
"akala way, akobo akobo ibadan oyo",650000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,Akobo,
elewuro estate akobo ibadan oyo,600000,1,5,new 5 bedrooms self compound duplex* with all modern facilities like tiles all t.. ,Oyo,Ojurin,Akinyele,Akobo,
"akala express, cele rainbow akala express ibadan oyo",500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,,
"abake estate, akobo ojurin akobo ibadan oyo",400000,2,2,"tiles all through, borehole, wardrobe and cabinets with ceiling .. ",Oyo,Ibadan,,Akobo,
"akuru estate, elebuakala express ibadan oyo",300000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop & pvc.. ",Oyo,Ibadan,Ido,Oluyole,
okebadan estate akobo ibadan oyo,750000,1,3,"3bedroom duplex self compound wt all rooms esuit, including guest toilet, water .. ",Oyo,Ibadan,,,
omolayo akobo ibadan oyo,800000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,Akobo,
"akuru estate, elebuakala express ibadan oyo",600000,3,3,"tiles all through, borehole and kitchen cabinets with pop .. ",Oyo,Ibadan,Ido,Oluyole,
"akala way, akobo ojurin ibadan akobo ibadan oyo",700000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Akinyele,,
"elebu, akoto estate akala express ibadan oyo",500000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,,
ologolo estate idishin ibadan oyo,450000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop, water heater.... .. ",Oyo,Ibadan,Akinyele,,
yawiri akobo ibadan oyo,400000,3,4,"3 bedroom with 3 toilets and bath,all tiles, wardrobe, kitchen cabinet,normal ce.. ",Oyo,Ibadan,Ibadan North East,,
elewuro estate akobo ibadan oyo,400000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ojurin,Akinyele,Akobo,
icast elebuakala express ibadan oyo,400000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ibadan South West,Oluyole,
akari estate akala express ibadan oyo,650000,3,3,"tiles all through, borehole and kitchen cabinets with pop .. ",Oyo,Ibadan,Ibadan South West,,
"akuru estate, elebuakala express ibadan oyo",500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,Oluyole,
icast elebuakala express ibadan oyo,500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ibadan South West,Oluyole,
òkè-ìbàdàn estate akobo ibadan oyo,1200000,5,5,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,Akobo,200222
elebu ojaakala express ibadan oyo,400000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,Oluyole,
elebu akala express ibadan oyo,400000,2,2,newly built 2 bedroom flat with pop ceiling wardrorb all room ensuite bolehole w.. ,Oyo,"Ibadan, Oyo",Ibadan South West,,
"akuru estate, elebuibadan oyo",650000,3,3,"tiles all through, borehole and kitchen cabinets with pop .. ",Oyo,Ibadan,Ido,,
"akuru, oluyole oluyole estate ibadan oyo",400000,2,3,"tiles all through, borehole, wardrobe and cabinets with pop/pvc.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
"alaska area, elebu akala express ibadan oyo",500000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,Oluyole,
"zartech, oluyole estate akala express ibadan oyo",500000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ibadan South West,Oluyole,
general gas estateakobo ibadan oyo,600000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,Akobo,
ajangboju/kolapo isholaakobo ibadan oyo,700000,4,4,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Lagelu,,
oke ibukunakala express ibadan oyo,400000,4,3,2bedroom flat oke ibukun estate elebu 400k rent pop water heater tiles all throu.. ,Oyo,Ibadan,Lagelu,Akobo,
aerodorme bodija ibadan oyo,950000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,,,
"akuru estate, elebuakala express ibadan oyo",500000,3,3,"tiles all through, borehole, wardrobe and cabinets with pop.. ",Oyo,Ibadan,Ido,Oluyole,
"òkè ìbùkún area, elebu ibadan oyo",400000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,Oluyole,
elebu ojaakala express ibadan oyo,400000,2,2,"tiles all through, borehole, wardrobe and cabinets with pop .. ",Oyo,Ibadan,Ido,Oluyole,
taskaakala express ibadan oyo,450000,2,2,"newly builtmodern 2 bedroom flat at akala express, by tasks station all rooms ensuite al.. ",Oyo,Ibadan,Ibadan South West,Oluyole,
salute off ak ala express ibadan ibadan oyo,300000,1,1,1 bedroom mini flat mini flat flat / apartment for rent salute off ak ala expre.. ,Oyo,,,,
kolapo ishola graakobo ibadan oyo,900000,2,2,newly built2 bedroom penthouse flat / apartment for rent kolapo ishola gra akobo ibadan oyo.. ,Oyo,Ibadan,Lagelu,,
kolapo ishola graakobo ibadan oyo,1300000,3,3,newly builtnewly built 10units of 3bedroom duplex with modern facilities available for r.. ,Oyo,Ibadan,Lagelu,,
kongibodija ibadan oyo,1000000,4,4,"newly builta newly built modern 4bedroom flat at kongi, 2 in d compound one up one down .. ",Oyo,Ibadan,Ibadan North,"Kongi, Bodija",
"akala estate, akobo akobo ibadan oyo",500000,3,3,newly built*letting* *3 bedroom flat* *including* *** all tiles. *** allrooms ensuit.. ,Oyo,Ibadan,Lagelu,Akobo,
agara off akala expressakala express ibadan oyo,420000,3,3,"newly built???? newly built3 bedroom flat at agara, and it has pop only in d living room)... ",Oyo,Ibadan,,,
no 10 alalubosa ibadanalalubosa ibadan oyo,500000,1,2,"furnished newly builtnewly built room and parlor with imported facilities like pop,water heater ,bore.. ",Oyo,Ibadan,Ibadan North West,Oluyole,
ibadan oyo,250000,2,2,furnished newly builtto let: 2 bedrooms bungalow each with 2toilet and 2 bathroom and other necessary.. ,Oyo,Ibadan,,,
unique estate elewuro ojurin akobo ibadan,150000,1,1,furnisheda room and parlor self con at unique estate elewuro ojurin akobo ibadan... rent.. ,Oyo,Ibadan,Akinyele,Akobo,
unity estate .elebu .akala express ibadan oyo,600000,3,3,": 6 nos 3 bedroom: unity estate, .. ",Oyo,Ibadan,Ido,Oluyole,
elewuro oju irin akobo ibadan akobo ibadan oyo,150000,1,1,1 bedroom mini flat mini flat flat / apartment for rent elewuro oju irin akobo .. ,Oyo,Ibadan,Lagelu,,
apete area poky road ibadan ibadan polytechnic university of ibadan ibadan oyo,110000,1,1,self contain flat / apartment for rent apete area poky road ibadan ibadan polyt.. ,Oyo,Ibadan,Akinyele,,
cele area basorun ibadan basorun ibadan oyo,250000,1,1,1 bedroom mini flat self contain flat / apartment for rent cele area basorun ib.. ,Oyo,Ibadan,Lagelu,,
ibadan oyo,80000,1,1,"furnisheda room self contain at ojurin akobo, ibadan 1toilet and bath, with pumping mach.. ",Oyo,Ibadan,,,
jiboye apata area very close to bus stopapata ibadan oyo,180000,1,2,newly builtit's a newly built room and parlour self contain with standard facilities like t.. ,Oyo,Ibadan,,,
ire akari estate soka ibadan soka ibadan oyo,478000,1,1,serviced1 bedroom mini flat mini flat flat / apartment for rent ire akari estate soka i.. ,Oyo,Ibadan,Ibadan South West,,
jaloke area sanyo off soka expressway boluwaji soka ibadan oyo,100000,1,1,1 bedroom mini flat mini flat flat / apartment for rent jaloke area sanyo off s.. ,Oyo,Ibadan,Ibadan South East,,
carlton gate estateakobo ibadan oyo,1800000,4,4,newly built4 bedroom penthouse flat / apartment for rent carlton gate estate akobo ibadan o.. ,Oyo,Ibadan,Lagelu,,
ire akari estate soka ibadan soka ibadan oyo,478000,1,1,"furnished serviceda serviced room self contain with 24 hours electricity, 24 hour generator, secur.. ",Oyo,Ibadan,Ibadan South West,,
room n parlour self contained at olodo bank iwo road iwo rd ibadan oyo,200000,1,1,1 bedroom mini flat mini flat flat / apartment for rent room n parlour self con.. ,Oyo,Ibadan,Lagelu,Iwo Road,
joyceb ring road ibadan. ring rd ibadan oyo,180000,1,1,self contain flat / apartment for rent joyceb ring road ibadan. ring rd ibadan .. ,Oyo,Ibadan,Ibadan North West,,
akobo ibadan oyo,300000,4,3,furnished newly built3 bedroom flat 4 toilet &bath sitting room big dinning kitchen store taste.. ,Oyo,Ibadan,,Akobo,
this is room and parlour self con at baptist grammar school idin-ishin idishin ibadan oyo,200000,1,1,1 bedroom mini flat mini flat flat / apartment for rent this is room and parlou.. ,Oyo,Ibadan,Ido,,
ibadan oyo,250000,4,3,"furnished newly builtto let: block of 4flats of 3bedrooms each, all room ensuite and other necessary .. ",Oyo,Ibadan,,,
very close to adeoyo at ring roadring rd ibadan oyo,200000,1,1,newly builtit's a standard room and parlour self contained with modern facilities like tile.. ,Oyo,Ibadan,Ibadan South West,New Gra,
agbowo area ojoo ibadan oyo,180000,1,1,newly built self contain at agbowo 180k rent.. ,Oyo,"Ibadan, Oyo State",Akinyele,,
"airport, old ife roadalakia ibadan oyo",350000,3,3,3b room flat at airport.. ,Oyo,Ibadan,,,
"ajibode, lakoto areaajibode ibadan oyo",130000,1,1,a single room self contain available for letting at ajibode area rent 130k tot.. ,Oyo,Ibadan,Akinyele,Ajibode,
orital merinakala express ibadan oyo,270000,1,1,"newly builta newly built room and parlour self contained with tiles, wardrobe, cabinet, pop.. ",Oyo,Ibadan,Lagelu,Iwo Road,
aerodrome estate samonda ibadan samonda ibadan oyo,500000,1,1,a room and a palour self contain 1b2t all other facilities .. ,Oyo,Ibadan,Ibadan North,,
orogun areaibadan polytechnic university of ibadan ibadan oyo,150000,1,1,this stylish and lovely 1 bedroom flat is nestled in a fairly tranquil environme.. ,Oyo,Ibadan,Akinyele,,
college crescent challenge ibadan challenge ibadan oyo,150000,1,1,self contain flat / apartment for rent college crescent challenge ibadan chall.. ,Oyo,Ìbàdàn,Agbègbè Ìjọba Ìbílẹ̀ Gúúsù-Ìwọòrùn Ìbàdàn,,
olola soka ibadan oyo,200000,1,1,"*room & parlor self conpound at oloola road,soka area ibadan facilities: pop sei.. ",Oyo,Ibadan,Ibadan South East,,
opposite kolapo ishola graakobo ibadan oyo,600000,3,2,"3 bedroom flat @ opposite kolapo ishola gra with all tiles, 3 toilets & 2 baths .. ",Oyo,Ibadan,Lagelu,,
yellow gateoluyole estate ibadan oyo,1000000,3,3,"newly built3 bed rooms apartment at yellow gate oluyole,with modern facilities .. ",Oyo,Ibadan,Ibadan South West,Oluyole,
iyaganku graiyanganku ibadan oyo,1800000,4,4,newly built4 bed duplex at kobiowu estate iyaganku gra looking for 2year rent 2 in a compou.. ,Oyo,Ibadan,Ibadan North West,New Gra,200261
ibadan oyo,200000,3,2,furnished3 bedroom flat at sooko beside marvelous school off gbongudu ojurin akobo ibadan.. ,Oyo,Ibadan,,,
st ann's area with god estate off akala express oluyole extension ibadanakala express ibadan oyo,500000,3,4,newly builtthe property is a 3 bed room flat with all modern facilities the facilities .. ,Oyo,Ibadan,Ibadan South West,Oluyole,
omolayo estateakobo ibadan oyo,800000,3,3,"newly built3 bedroom flat at omolayo estate, akobo, .. ",Oyo,Ibadan,Lagelu,,
